turn,player,money,tap
28,0,1730,2088
28,1,2155,1528
29,0,1730,2088
29,1,2155,1528
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1450,1148
2,1,1585,1203
3,0,1450,1148
3,1,1585,1203
4,0,1450,1148
4,1,1585,1203
5,0,1450,1148
5,1,1585,1203
6,0,1450,1148
6,1,1585,1203
7,0,1450,1148
7,1,1585,1203
8,0,1450,1148
8,1,1585,1203
9,0,1450,1148
9,1,1685,1528
10,0,1250,1148
10,1,1785,1928
11,0,1300,1148
11,1,1735,1928
12,0,1500,1148
12,1,1735,1928
13,0,1500,1148
13,1,1735,1928
14,0,1500,1148
14,1,1735,1928
15,0,1500,1148
15,1,1735,1928
16,0,1500,1148
16,1,1735,1928
17,0,1500,1148
17,1,1835,2528
18,0,1500,1148
18,1,1835,2528
19,0,1500,1148
19,1,1835,2528
20,0,1450,1148
20,1,1985,3328
21,0,1450,1148
21,1,1985,3328
22,0,1450,1148
22,1,1985,3328
23,0,1450,1148
23,1,1985,3328
24,0,1450,1148
24,1,1985,3328
25,0,1810,1148
25,1,1625,3328
26,0,1810,1148
26,1,1625,3328
27,0,1810,1148
27,1,1525,3328
28,0,1810,1148
28,1,1525,3328
29,0,1810,1148
29,1,1525,3328
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1550,1148
3,1,1585,1203
4,0,1350,1148
4,1,1685,1528
5,0,1350,1148
5,1,1685,1528
6,0,1550,1148
6,1,1685,1528
7,0,1760,2088
7,1,1325,1528
8,0,1760,2088
8,1,1325,1528
9,0,1760,2088
9,1,1325,1528
10,0,1760,2088
10,1,1325,1528
11,0,1760,2088
11,1,1325,1528
12,0,1760,2088
12,1,1325,1528
13,0,1760,2088
13,1,1525,1528
14,0,1885,2578
14,1,1525,1528
15,0,1885,2578
15,1,1525,1528
16,0,1885,2578
16,1,1525,1528
17,0,1885,2578
17,1,1525,1528
18,0,1885,2578
18,1,1525,1528
19,0,1885,2578
19,1,1525,1528
20,0,1935,2928
20,1,1525,1528
21,0,1935,2928
21,1,1525,1528
22,0,1935,2928
22,1,1525,1528
23,0,2558,3694
23,1,550,298
24,0,2488,3694
24,1,620,298
25,0,2488,3694
25,1,620,298
26,0,2673,3720
26,1,620,298
27,0,2673,3720
27,1,620,298
28,0,2673,3720
28,1,620,298
29,0,2673,3720
29,1,620,298
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1550,1148
3,1,1585,1203
4,0,1500,1148
4,1,1735,1528
5,0,1500,1148
5,1,1735,1528
6,0,1500,1148
6,1,1735,1528
7,0,1500,1148
7,1,1735,1528
8,0,1500,1148
8,1,1735,1528
9,0,1500,1148
9,1,1835,1928
10,0,1500,1148
10,1,1835,1928
11,0,1550,1148
11,1,1785,1928
12,0,950,1073
12,1,2085,3628
13,0,950,1073
13,1,2085,3628
14,0,1150,1073
14,1,2085,3628
15,0,1480,1073
15,1,1755,3628
16,0,1480,1073
16,1,1755,3628
17,0,1480,1073
17,1,1755,3628
18,0,1480,1073
18,1,1755,3628
19,0,1480,1073
19,1,1755,3628
20,0,1480,1073
20,1,1755,3628
21,0,1480,1073
21,1,1755,3628
22,0,1230,1073
22,1,2105,3828
23,0,1230,1073
23,1,2105,3828
24,0,1230,1073
24,1,2105,3828
25,0,1230,1073
25,1,2105,3828
26,0,1230,1073
26,1,2105,3828
27,0,1230,1073
27,1,2205,4028
28,0,1230,1073
28,1,2205,4028
29,0,1230,1073
29,1,2205,4028
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1375,1148
2,1,1660,1528
3,0,1375,1148
3,1,1660,1528
4,0,1575,1148
4,1,1660,1528
5,0,1575,1148
5,1,1660,1528
6,0,1575,1148
6,1,1660,1528
7,0,1575,1148
7,1,1660,1528
8,0,1525,1148
8,1,1710,1528
9,0,1525,1148
9,1,1660,1528
10,0,1475,1148
10,1,1710,1528
11,0,1475,1148
11,1,1710,1528
12,0,1375,1148
12,1,1710,1528
13,0,1630,1618
13,1,1380,1528
14,0,1755,2088
14,1,1380,1528
15,0,1755,2088
15,1,1380,1528
16,0,1755,2088
16,1,1380,1528
17,0,1755,2088
17,1,1580,1528
18,0,1755,2088
18,1,1580,1528
19,0,1755,2088
19,1,1580,1528
20,0,1755,2088
20,1,1580,1528
21,0,1755,2088
21,1,1580,1528
22,0,1755,2088
22,1,1580,1528
23,0,1755,2088
23,1,1580,1528
24,0,1755,2088
24,1,1580,1528
25,0,1755,2088
25,1,1480,1528
26,0,1880,2578
26,1,1480,1528
27,0,1880,2578
27,1,1680,1528
28,0,1880,2578
28,1,1680,1528
29,0,1880,2578
29,1,1680,1528
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1550,1148
3,1,1585,1203
4,0,1675,1618
4,1,1585,1203
5,0,1810,2753
5,1,1225,1203
6,0,1810,2753
6,1,1225,1203
7,0,1810,2753
7,1,1225,1203
8,0,1810,2753
8,1,1225,1203
9,0,1810,2753
9,1,1425,1203
10,0,1810,2753
10,1,1425,1203
11,0,1810,2753
11,1,1425,1203
12,0,1760,2753
12,1,1475,1203
13,0,1760,2753
13,1,1475,1203
14,0,1760,2753
14,1,1475,1203
15,0,1760,2753
15,1,1475,1203
16,0,1760,2753
16,1,1475,1203
17,0,1760,2753
17,1,1475,1203
18,0,1710,2753
18,1,1525,1203
19,0,1710,2753
19,1,1525,1203
20,0,1660,2753
20,1,1775,1203
21,0,1660,2753
21,1,1975,1203
22,0,1660,2753
22,1,1975,1203
23,0,1660,2753
23,1,1975,1203
24,0,1660,2753
24,1,1975,1203
25,0,1660,2753
25,1,1975,1203
26,0,1660,2753
26,1,1975,1203
27,0,1660,2753
27,1,1975,1203
28,0,1660,2753
28,1,1975,1203
29,0,1660,2753
29,1,1975,1203
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1450,1148
2,1,1585,1203
3,0,1450,1148
3,1,1585,1203
4,0,1575,1618
4,1,1585,1203
5,0,1625,1618
5,1,1735,1203
6,0,1625,1618
6,1,1735,1203
7,0,1625,1618
7,1,1735,1203
8,0,1625,1618
8,1,1735,1203
9,0,1625,1618
9,1,1735,1203
10,0,1750,2088
10,1,1735,1203
11,0,1750,2088
11,1,1735,1203
12,0,1750,2088
12,1,1735,1203
13,0,1750,2088
13,1,1935,1203
14,0,1750,2088
14,1,1935,1203
15,0,1750,2088
15,1,1935,1203
16,0,1750,2088
16,1,1935,1203
17,0,1750,2088
17,1,1935,1203
18,0,1575,2088
18,1,2010,1528
19,0,1575,2088
19,1,2010,1528
20,0,1575,2088
20,1,2110,1928
21,0,1575,2088
21,1,2110,1928
22,0,1575,2088
22,1,2110,1928
23,0,1575,2088
23,1,2110,1928
24,0,1575,2088
24,1,2110,1928
25,0,1575,2088
25,1,2110,1928
26,0,1575,2088
26,1,2110,1928
27,0,1575,2088
27,1,2110,1928
28,0,1575,2088
28,1,2110,1928
29,0,1575,2088
29,1,2110,1928
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1550,1148
3,1,1585,1203
4,0,1675,1618
4,1,1585,1203
5,0,1810,2753
5,1,1225,1203
6,0,1810,2753
6,1,1225,1203
7,0,1810,2753
7,1,1225,1203
8,0,1810,2753
8,1,1225,1203
9,0,1810,2753
9,1,1425,1203
10,0,1810,2753
10,1,1425,1203
11,0,1810,2753
11,1,1425,1203
12,0,1810,2753
12,1,1425,1203
13,0,1810,2753
13,1,1425,1203
14,0,1810,2753
14,1,1425,1203
15,0,2211,3650
15,1,625,411
16,0,2011,3650
16,1,825,411
17,0,2011,3650
17,1,1025,411
18,0,2211,3650
18,1,1025,411
19,0,2221,3650
19,1,1015,411
20,0,2221,3650
20,1,1015,411
21,0,2221,3650
21,1,1015,411
22,0,2221,3650
22,1,1015,411
23,0,2221,3650
23,1,1015,411
24,0,2221,3650
24,1,1015,411
25,0,2221,3650
25,1,1015,411
26,0,2046,3650
26,1,1190,411
27,0,2046,3650
27,1,1190,411
28,0,2246,3650
28,1,1190,411
29,0,2289,3660
29,1,1340,411
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1730,2088
3,1,1255,1203
4,0,1555,2088
4,1,1430,1203
5,0,1555,2088
5,1,1330,1203
6,0,1305,2088
6,1,1780,1203
7,0,1305,2088
7,1,1980,1203
8,0,1305,2088
8,1,1980,1203
9,0,1305,2088
9,1,1980,1203
10,0,1305,2088
10,1,1980,1203
11,0,1305,2088
11,1,1980,1203
12,0,1305,2088
12,1,1980,1203
13,0,1305,2088
13,1,1980,1203
14,0,1305,2088
14,1,1980,1203
15,0,1305,2088
15,1,2080,1528
16,0,1305,2088
16,1,2080,1528
17,0,1305,2088
17,1,2080,1528
18,0,1305,2088
18,1,2080,1528
19,0,1305,2088
19,1,2080,1528
20,0,1505,2088
20,1,2080,1528
21,0,1505,2088
21,1,2080,1528
22,0,1505,2088
22,1,2080,1528
23,0,1505,2088
23,1,2080,1528
24,0,1455,2088
24,1,2130,1528
25,0,1455,2088
25,1,2230,1928
26,0,1405,2088
26,1,2280,1928
27,0,1405,2088
27,1,2280,1928
28,0,1155,2013
28,1,2430,3628
29,0,1155,2013
29,1,2430,3628
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1550,1148
3,1,1585,1203
4,0,1550,1148
4,1,1585,1203
5,0,1550,1148
5,1,1585,1203
6,0,1550,1148
6,1,1585,1203
7,0,1550,1148
7,1,1585,1203
8,0,1550,1148
8,1,1585,1203
9,0,1550,1148
9,1,1585,1203
10,0,1550,1148
10,1,1585,1203
11,0,1550,1148
11,1,1585,1203
12,0,1500,1148
12,1,1735,1528
13,0,1550,1148
13,1,1785,1928
14,0,1550,1148
14,1,1785,1928
15,0,1550,1148
15,1,1785,1928
16,0,1550,1148
16,1,1785,1928
17,0,1550,1148
17,1,1785,1928
18,0,1550,1148
18,1,1785,1928
19,0,1835,1618
19,1,1425,1928
20,0,1835,1618
20,1,1425,1928
21,0,1835,1618
21,1,1425,1928
22,0,1835,1618
22,1,1425,1928
23,0,1835,1618
23,1,1425,1928
24,0,1835,1618
24,1,1425,1928
25,0,1810,2088
25,1,1575,1928
26,0,1810,2088
26,1,1575,1928
27,0,1810,2088
27,1,1575,1928
28,0,1710,2088
28,1,1575,1928
29,0,1710,2088
29,1,1575,1928
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1730,2088
3,1,1255,1203
4,0,1730,2088
4,1,1255,1203
5,0,1730,2088
5,1,1255,1203
6,0,1730,2088
6,1,1255,1203
7,0,1780,2088
7,1,1405,1203
8,0,1830,2753
8,1,1405,1203
9,0,1880,2753
9,1,1355,1203
10,0,1880,2753
10,1,1355,1203
11,0,1880,2753
11,1,1355,1203
12,0,1880,2753
12,1,1355,1203
13,0,1880,2753
13,1,1355,1203
14,0,1880,2753
14,1,1355,1203
15,0,1905,2928
15,1,1455,1203
16,0,1805,2928
16,1,1455,1203
17,0,1805,2928
17,1,1455,1203
18,0,1805,2928
18,1,1455,1203
19,0,1805,2928
19,1,1455,1203
20,0,1805,2928
20,1,1455,1203
21,0,1805,2928
21,1,1655,1203
22,0,1805,2928
22,1,1655,1203
23,0,1805,2928
23,1,1655,1203
24,0,1805,2928
24,1,1655,1203
25,0,1805,2928
25,1,1655,1203
26,0,1805,2928
26,1,1655,1203
27,0,2478,3694
27,1,630,411
28,0,2663,3720
28,1,630,411
29,0,2663,3720
29,1,830,411
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1550,1148
3,1,1585,1203
4,0,1675,1618
4,1,1585,1203
5,0,1950,3453
5,1,785,673
6,0,1950,3453
6,1,785,673
7,0,1950,3453
7,1,785,673
8,0,1950,3453
8,1,785,673
9,0,1950,3453
9,1,985,673
10,0,1950,3453
10,1,985,673
11,0,1950,3453
11,1,985,673
12,0,2065,3640
12,1,985,673
13,0,2065,3640
13,1,985,673
14,0,2065,3640
14,1,985,673
15,0,2065,3640
15,1,985,673
16,0,2065,3640
16,1,985,673
17,0,2065,3640
17,1,1185,673
18,0,2065,3640
18,1,1185,673
19,0,2065,3640
19,1,1185,673
20,0,2244,3660
20,1,1185,673
21,0,2244,3660
21,1,1185,673
22,0,2244,3660
22,1,1185,673
23,0,2244,3660
23,1,1185,673
24,0,2244,3660
24,1,1185,673
25,0,2244,3660
25,1,1385,673
26,0,2244,3660
26,1,1385,673
27,0,2254,3660
27,1,1375,673
28,0,2254,3660
28,1,1375,673
29,0,2254,3660
29,1,1375,673
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1375,1148
2,1,1660,1528
3,0,1375,1148
3,1,1660,1528
4,0,1575,1148
4,1,1660,1528
5,0,1575,1148
5,1,1660,1528
6,0,1575,1148
6,1,1660,1528
7,0,1575,1148
7,1,1560,1528
8,0,1575,1148
8,1,1560,1528
9,0,1625,1148
9,1,1710,1528
10,0,1125,1148
10,1,1910,3328
11,0,1175,1148
11,1,1860,3328
12,0,1375,1148
12,1,1860,3328
13,0,1705,1148
13,1,1530,3328
14,0,1705,1148
14,1,1530,3328
15,0,1705,1148
15,1,1530,3328
16,0,1705,1148
16,1,1530,3328
17,0,1705,1148
17,1,1530,3328
18,0,1705,1148
18,1,1530,3328
19,0,1705,1148
19,1,1530,3328
20,0,1905,1148
20,1,1530,3328
21,0,1905,1148
21,1,1530,3328
22,0,1905,1148
22,1,1530,3328
23,0,1905,1148
23,1,1530,3328
24,0,1905,1148
24,1,1530,3328
25,0,1905,1148
25,1,1730,3328
26,0,1905,1148
26,1,1730,3328
27,0,1905,1148
27,1,1730,3328
28,0,505,230
28,1,2675,4414
29,0,505,230
29,1,2675,4414
0,0,1500,1148
0,1,1635,1203
1,0,1500,1148
1,1,1635,1203
2,0,1450,1148
2,1,1585,1528
3,0,1705,1618
3,1,1255,1528
4,0,1655,1618
4,1,1505,1528
5,0,1655,1618
5,1,1505,1528
6,0,1655,1618
6,1,1505,1528
7,0,1655,1618
7,1,1505,1528
8,0,1655,1618
8,1,1505,1528
9,0,1655,1618
9,1,1705,1528
10,0,1655,1618
10,1,1705,1528
11,0,1655,1618
11,1,1705,1528
12,0,1655,1618
12,1,1705,1528
13,0,1705,1618
13,1,1655,1528
14,0,1505,1618
14,1,1855,1528
15,0,1505,1618
15,1,1855,1528
16,0,1705,1618
16,1,1855,1528
17,0,1705,1618
17,1,1855,1528
18,0,1705,1618
18,1,1855,1528
19,0,1705,1618
19,1,1755,1528
20,0,1705,1618
20,1,1755,1528
21,0,1705,1618
21,1,1955,1528
22,0,1705,1618
22,1,1955,1528
23,0,1705,1618
23,1,1955,1528
24,0,1705,1618
24,1,1955,1528
25,0,1705,1618
25,1,1955,1528
26,0,1705,1618
26,1,1955,1528
27,0,2130,3103
27,1,1155,1453
28,0,2130,3103
28,1,1155,1453
29,0,2130,3103
29,1,1155,1453
0,0,1350,1148
0,1,1685,1528
1,0,1350,1148
1,1,1685,1528
2,0,1100,1148
2,1,1935,2728
3,0,1460,1148
3,1,1575,2728
4,0,1460,1148
4,1,1575,2728
5,0,1460,1148
5,1,1575,2728
6,0,1460,1148
6,1,1575,2728
7,0,1510,1148
7,1,1725,2728
8,0,1710,1148
8,1,1725,2728
9,0,1710,1148
9,1,1725,2728
10,0,1710,1148
10,1,1725,2728
11,0,1710,1148
11,1,1725,2728
12,0,1710,1148
12,1,1725,2728
13,0,2040,1148
13,1,1395,2728
14,0,2040,1148
14,1,1395,2728
15,0,2040,1148
15,1,1595,2728
16,0,2040,1148
16,1,1595,2728
17,0,2040,1148
17,1,1595,2728
18,0,1990,1148
18,1,1845,2728
19,0,1990,1148
19,1,1845,2728
20,0,1990,1148
20,1,1845,2728
21,0,1990,1148
21,1,1845,2728
22,0,1990,1148
22,1,1845,2728
23,0,1990,1148
23,1,1845,2728
24,0,1990,1148
24,1,1845,2728
25,0,1990,1148
25,1,1845,2728
26,0,1990,1148
26,1,1845,2728
27,0,1990,1148
27,1,1945,3328
28,0,1990,1148
28,1,1945,3328
29,0,2040,1148
29,1,1895,3328
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1350,1148
2,1,1685,1528
3,0,1350,1148
3,1,1685,1528
4,0,1550,1148
4,1,1685,1528
5,0,1550,1148
5,1,1785,1928
6,0,1550,1148
6,1,1785,1928
7,0,1550,1148
7,1,1585,1928
8,0,1550,1148
8,1,1585,1928
9,0,1550,1148
9,1,1585,1928
10,0,1750,1148
10,1,1585,1928
11,0,1930,2088
11,1,1255,1853
12,0,1930,2088
12,1,1255,1853
13,0,1930,2088
13,1,1255,1853
14,0,1930,2088
14,1,1255,1853
15,0,1930,2088
15,1,1255,1853
16,0,1930,2088
16,1,1255,1853
17,0,1930,2088
17,1,1455,1853
18,0,1930,2088
18,1,1455,1853
19,0,1930,2088
19,1,1455,1853
20,0,1830,2088
20,1,1455,1853
21,0,1830,2088
21,1,1455,1853
22,0,1830,2088
22,1,1455,1853
23,0,1830,2088
23,1,1455,1853
24,0,1830,2088
24,1,1455,1853
25,0,1830,2088
25,1,1455,1853
26,0,1830,2088
26,1,1455,1853
27,0,1830,2088
27,1,1655,1853
28,0,1830,2088
28,1,1655,1853
29,0,1830,2088
29,1,1655,1853
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1500,1148
2,1,1635,1203
3,0,1500,1148
3,1,1635,1203
4,0,1625,1618
4,1,1635,1203
5,0,1625,1618
5,1,1635,1203
6,0,1625,1618
6,1,1635,1203
7,0,1625,1618
7,1,1635,1203
8,0,1625,1618
8,1,1635,1203
9,0,1625,1618
9,1,1635,1203
10,0,1575,1618
10,1,1685,1203
11,0,1575,1618
11,1,1635,1203
12,0,1525,1618
12,1,1685,1203
13,0,1525,1618
13,1,1685,1203
14,0,1475,1618
14,1,1935,1203
15,0,1730,2088
15,1,1605,1203
16,0,1730,2088
16,1,1605,1203
17,0,1730,2088
17,1,1605,1203
18,0,1730,2088
18,1,1605,1203
19,0,1730,2088
19,1,1805,1203
20,0,1480,2088
20,1,2155,1528
21,0,1480,2088
21,1,2155,1528
22,0,1480,2088
22,1,2155,1528
23,0,1480,2088
23,1,2155,1528
24,0,1480,2088
24,1,2155,1528
25,0,1480,2088
25,1,2155,1528
26,0,1480,2088
26,1,2155,1528
27,0,1530,2088
27,1,2205,1928
28,0,1530,2088
28,1,2205,1928
29,0,1530,2088
29,1,2205,1928
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1550,1148
3,1,1585,1203
4,0,1300,1148
4,1,1835,1928
5,0,1300,1148
5,1,1835,1928
6,0,1300,1148
6,1,1835,1928
7,0,1300,1148
7,1,1935,2528
8,0,1300,1148
8,1,1935,2528
9,0,1300,1148
9,1,1935,2528
10,0,1300,1148
10,1,1935,2528
11,0,1300,1148
11,1,1935,2528
12,0,1250,1148
12,1,1885,3328
13,0,1250,1148
13,1,1885,3328
14,0,1250,1148
14,1,1885,3328
15,0,1580,1148
15,1,1555,3328
16,0,0,0
16,1,3335,3440
17,0,0,0
17,1,3335,3440
18,0,0,0
18,1,3335,3440
19,0,0,0
19,1,3335,3440
20,0,0,0
20,1,3335,3440
21,0,0,0
21,1,3335,3440
22,0,0,0
22,1,3335,3440
23,0,0,0
23,1,3335,3440
24,0,0,0
24,1,3335,3440
25,0,0,0
25,1,3335,3440
26,0,0,0
26,1,3335,3440
27,0,0,0
27,1,3335,3440
28,0,0,0
28,1,3335,3440
29,0,0,0
29,1,3335,3440
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1500,1148
2,1,1635,1203
3,0,1500,1148
3,1,1635,1203
4,0,1500,1148
4,1,1635,1203
5,0,1500,1148
5,1,1635,1203
6,0,1500,1148
6,1,1635,1203
7,0,1500,1148
7,1,1635,1203
8,0,1500,1148
8,1,1635,1203
9,0,1500,1148
9,1,1635,1203
10,0,1500,1148
10,1,1635,1203
11,0,1500,1148
11,1,1585,1203
12,0,1400,1148
12,1,1585,1203
13,0,1655,1618
13,1,1255,1203
14,0,1405,1618
14,1,1705,1203
15,0,1405,1618
15,1,1705,1203
16,0,1405,1618
16,1,1705,1203
17,0,1405,1618
17,1,1705,1203
18,0,1405,1618
18,1,1705,1203
19,0,1405,1618
19,1,1705,1203
20,0,1405,1618
20,1,1705,1203
21,0,1405,1618
21,1,1705,1203
22,0,1405,1618
22,1,1705,1203
23,0,1405,1618
23,1,1705,1203
24,0,1605,1618
24,1,1705,1203
25,0,1605,1618
25,1,1705,1203
26,0,1605,1618
26,1,1705,1203
27,0,1605,1618
27,1,1705,1203
28,0,1605,1618
28,1,1705,1203
29,0,1655,1618
29,1,1655,1203
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1550,1148
3,1,1585,1203
4,0,1550,1148
4,1,1585,1203
5,0,1550,1148
5,1,1585,1203
6,0,1550,1148
6,1,1585,1203
7,0,1550,1148
7,1,1685,1528
8,0,1550,1148
8,1,1685,1528
9,0,1550,1148
9,1,1685,1528
10,0,1550,1148
10,1,1685,1528
11,0,1550,1148
11,1,1685,1528
12,0,1550,1148
12,1,1685,1528
13,0,1550,1148
13,1,1685,1528
14,0,1675,1618
14,1,1685,1528
15,0,1675,1618
15,1,1685,1528
16,0,1675,1618
16,1,1685,1528
17,0,2100,3103
17,1,885,998
18,0,2100,3103
18,1,885,998
19,0,2100,3103
19,1,885,998
20,0,2000,3103
20,1,885,998
21,0,2000,3103
21,1,1085,998
22,0,2125,3278
22,1,1085,998
23,0,2918,3746
23,1,60,28
24,0,2918,3746
24,1,60,28
25,0,2918,3746
25,1,0,0
26,0,2918,3746
26,1,0,0
27,0,2918,3746
27,1,0,0
28,0,2918,3746
28,1,0,0
29,0,2918,3746
29,1,0,0
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1375,1148
2,1,1660,1528
3,0,1375,1148
3,1,1660,1528
4,0,1125,1148
4,1,1910,2728
5,0,1125,1148
5,1,1910,2728
6,0,1125,1148
6,1,1910,2728
7,0,1125,1148
7,1,2010,3328
8,0,1125,1148
8,1,2010,3328
9,0,1125,1148
9,1,2010,3328
10,0,1125,1148
10,1,2010,3328
11,0,1455,1148
11,1,1680,3328
12,0,1455,1148
12,1,1680,3328
13,0,1455,1148
13,1,1680,3328
14,0,1205,1148
14,1,2030,3528
15,0,1205,1148
15,1,2030,3528
16,0,1205,1148
16,1,2030,3528
17,0,1205,1148
17,1,2030,3528
18,0,1205,1148
18,1,2030,3528
19,0,1255,1148
19,1,1980,3528
20,0,1255,1148
20,1,1980,3528
21,0,1255,1148
21,1,1980,3528
22,0,0,0
22,1,3235,3640
23,0,0,0
23,1,3235,3640
24,0,0,0
24,1,3235,3640
25,0,0,0
25,1,3235,3640
26,0,0,0
26,1,3235,3640
27,0,0,0
27,1,3235,3640
28,0,0,0
28,1,3235,3640
29,0,0,0
29,1,3235,3640
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1500,1148
2,1,1635,1203
3,0,1500,1148
3,1,1635,1203
4,0,1625,1618
4,1,1635,1203
5,0,1625,1618
5,1,1635,1203
6,0,1625,1618
6,1,1635,1203
7,0,1625,1618
7,1,1835,1203
8,0,1625,1618
8,1,1835,1203
9,0,1625,1618
9,1,1835,1203
10,0,1625,1618
10,1,1835,1203
11,0,1625,1618
11,1,1835,1203
12,0,1625,1618
12,1,1835,1203
13,0,1835,2578
13,1,1475,1203
14,0,1785,2578
14,1,1475,1203
15,0,1785,2578
15,1,1675,1203
16,0,1785,2578
16,1,1675,1203
17,0,1785,2578
17,1,1675,1203
18,0,1785,2578
18,1,1675,1203
19,0,1785,2578
19,1,1675,1203
20,0,1785,2578
20,1,1675,1203
21,0,1785,2578
21,1,1675,1203
22,0,1735,2578
22,1,1925,1203
23,0,1735,2578
23,1,2025,1203
24,0,1535,2578
24,1,2025,1203
25,0,1535,2578
25,1,2025,1203
26,0,1535,2578
26,1,2025,1203
27,0,1535,2578
27,1,2025,1203
28,0,1535,2578
28,1,2025,1203
29,0,1535,2578
29,1,2025,1203
0,0,1500,1148
0,1,1635,1203
1,0,1500,1148
1,1,1635,1203
2,0,1500,1148
2,1,1635,1203
3,0,1500,1148
3,1,1635,1203
4,0,1400,1148
4,1,1635,1203
5,0,1400,1148
5,1,1635,1203
6,0,1350,1148
6,1,1685,1928
7,0,1350,1148
7,1,1685,1928
8,0,1350,1148
8,1,1685,1928
9,0,1350,1148
9,1,1685,1928
10,0,1350,1148
10,1,1685,1928
11,0,1350,1148
11,1,1685,1928
12,0,1350,1148
12,1,1685,1928
13,0,1400,1148
13,1,1835,1928
14,0,1400,1148
14,1,1835,1928
15,0,1450,1148
15,1,1785,1928
16,0,1450,1148
16,1,1785,1928
17,0,1780,1148
17,1,1455,1928
18,0,1780,1148
18,1,1455,1928
19,0,1780,1148
19,1,1655,1928
20,0,1780,1148
20,1,1655,1928
21,0,1780,1148
21,1,1655,1928
22,0,1780,1148
22,1,1655,1928
23,0,1780,1148
23,1,1655,1928
24,0,1780,1148
24,1,1655,1928
25,0,1780,1148
25,1,1555,1928
26,0,1780,1148
26,1,1555,1928
27,0,1780,1148
27,1,1755,1928
28,0,1830,2088
28,1,1755,1928
29,0,1880,2088
29,1,1705,1928
0,0,1550,1148
0,1,1585,1203
1,0,1550,1148
1,1,1585,1203
2,0,1550,1148
2,1,1585,1203
3,0,1550,1148
3,1,1585,1203
4,0,1675,1618
4,1,1585,1203
5,0,1675,1618
5,1,1585,1203
6,0,1675,1618
6,1,1585,1203
7,0,1675,1618
7,1,1585,1203
8,0,1675,1618
8,1,1585,1203
9,0,1675,1618
9,1,1585,1203
10,0,1675,1618
10,1,1585,1203
11,0,1675,1618
11,1,1585,1203
12,0,1675,1618
12,1,1585,1203
13,0,1675,1618
13,1,1585,1203
14,0,1675,1618
14,1,1585,1203
15,0,1675,1618
15,1,1535,1203
16,0,1675,1618
16,1,1535,1203
17,0,1675,1618
17,1,1535,1203
18,0,1625,1618
18,1,1535,1203
19,0,1900,3453
19,1,735,493
20,0,1900,3453
20,1,735,493
21,0,1900,3453
21,1,735,493
22,0,1900,3453
22,1,735,493
23,0,1900,3453
23,1,735,493
24,0,1800,3453
24,1,735,493
25,0,1800,3453
25,1,935,493
26,0,1970,3453
26,1,965,493
27,0,1970,3453
27,1,965,493
28,0,1770,3453
28,1,965,493
29,0,1770,3453
29,1,965,493
0,0,1550,1148
0,1,1585,1203
1,0,1730,2088
1,1,1255,1203
2,0,1730,2088
2,1,1255,1203
3,0,1790,3103
3,1,795,673
4,0,1590,3103
4,1,995,673
5,0,1640,3103
5,1,1145,673
6,0,1840,3103
6,1,1145,673
7,0,1840,3103
7,1,1145,673
8,0,1840,3103
8,1,1145,673
9,0,1815,3278
9,1,1095,673
10,0,1815,3278
10,1,1095,673
11,0,1815,3278
11,1,1095,673
12,0,1815,3278
12,1,1095,673
13,0,1815,3278
13,1,1295,673
14,0,1815,3278
14,1,1295,673
15,0,1815,3278
15,1,1295,673
16,0,1715,3278
